Job_N,Model_FU.,Empirical_FU.,App.Cry.str.,Lat. a[A],Lat. b[A],Lat. c[A],Vol.[A3],Den.[cm3/g],VASP.E[eV/atom],Form.E[eV/atom],Coh.E[eV/atom],ZPE[kJ/mol],DebyeT.[K],Bulk(B_V)[GPa],Shear(G_V)[GPa],Young(E_V)[GPa],Bulk(B_R)[GPa],Shear(G_R)[GPa],Young(E_R)[GPa],Bulk(B_H)[GPa],Shear(G_H)[GPa],Young(E_H)[GPa],Hv:Super-hard(>5GPa),Hv:Polycrystalline,Hv:Single-crystal,F.Toughness(MPam1/2),Melting_P.[K],Min. TC:[W/mK],Poisson's_R,Pugh's_C.[G/B],D/B:,N-Cauchy_P.[GPa],D/B:,Born's_Stability,A(U):Universal_Anisotropy,A(B):Percent_Bulk_Anisotropy,A(G):Percent_Shear_Anisotropy,A(Z):Zener_Anisotropy,A(1):Shear_Anisotropy,A(2):Shear_Anisotropy,A(3):Shear_Anisotropy,Lame's(Lammda)[GPa],Lame's(Mu)[GPa],V_trans[m/s],V_longi[m/s],V_mean[m/s],C11,C12,C13,C14,C15,C16,C21,C22,C23,C24,C25,C26,C31,C32,C33,C34,C35,C36,C41,C42,C43,C44,C45,C46,C51,C52,C53,C54,C55,C56,C61,C62,C63,C64,C65,C66,S11,S12,S13,S14,S15,S16,S21,S22,S23,S24,S25,S26,S31,S32,S33,S34,S35,S36,S41,S42,S43,S44,S45,S46,S51,S52,S53,S54,S55,S56,S61,S62,S63,S64,S65,S66
4093,Al4Co4Hf4Fe4Ni4,HfFeCoNiAl,Triclinic,5.937607,5.454617,8.594241,276.385639,9.107,-142.250503,-0.23,-5.292,14.82,316.9,140.77,52.76,140.69,140.02,41.26,112.71,140.4,47.01,126.7,4.052,2.291,7.099,1.259,1256.25,0.778,0.349,0.335,Ductile,-59.87,Ductile,stable,1.399,0.0027,0.1223,N_def.,N_def.,N_def.,N_def.,108.54,46.96,2272,4722,2554,197.48,117.25,98.95,1.18,-4.28,23.01,117.25,197.97,116.28,4.39,-0.56,-37.79,98.95,116.28,206.54,-10.74,-2.6,-2.58,1.18,4.39,-10.74,57.38,1.09,0.12,-4.28,-0.56,-2.6,1.09,42.95,-8.49,23.01,-37.79,-2.58,0.12,-8.49,73.62,0.0105458,-0.006788,-0.0013189,0.0000795,-0.0004786,-0.0068822,-0.006788,0.0132689,-0.0041819,-0.0016981,0.001046,0.00891,-0.0013189,-0.0041819,0.0079044,0.0018313,-0.0000429,-0.0014654,0.0000795,-0.0016981,0.0018313,0.0179123,-0.0005423,-0.0009242,-0.0004786,0.001046,-0.0000429,-0.0005423,0.0239423,0.0034455,-0.0068822,0.00891,-0.0014654,-0.0009242,0.0034455,0.0206555
4082,Al4Co4Ta4Fe4Ni4,TaFeCoNiAl,Orthorhombic,5.63275,5.880849,7.728194,255.989178,9.896,-147.816911,-0.13,-5.569,16.9,361.3,192.07,73.54,195.65,191.63,52.51,144.35,191.85,63.03,170,4.886,3.15,9.518,1.682,1518.11,0.9098,0.352,0.329,Ductile,-58.97,Ductile,stable,2.0048,0.0011,0.1668,N_def.,1.9219,1.3474,1.3721,149.53,62.87,2524,5282,2839,257.55,146.55,168.12,5,5.17,50.73,146.55,282.76,148.98,0.38,-2.27,-39.23,168.12,148.98,260.97,-3.26,-0.97,-1.49,5,0.38,-3.26,87.58,-1.3,-1.6,5.17,-2.27,-0.97,-1.3,82.79,-6.88,50.73,-39.23,-1.49,-1.6,-6.88,84.8,0.0117671,-0.0048641,-0.0048774,-0.0010326,-0.0017342,-0.009535,-0.0048641,0.0075652,-0.0011403,0.0003363,0.0010419,0.0064804,-0.0048774,-0.0011403,0.0076497,0.0006243,0.0005876,0.0025837,-0.0010326,0.0003363,0.0006243,0.0115228,0.0003481,0.0010301,-0.0017342,0.0010419,0.0005876,0.0003481,0.0124396,0.0025458,-0.009535,0.0064804,0.0025837,0.0010301,0.0025458,0.0207661
5849,Al4Co4Fe4Ni4W4,WFeCoNiAl,Triclinic,5.745837,6.396579,7.874369,250.534242,10.189,-151.229931,-0.073,-5.53,17.31,370,192.91,79.15,208.89,192.34,55.31,151.4,192.62,67.23,180.15,5.469,3.843,10.152,1.734,1609.98,0.9364,0.344,0.349,Ductile,-106.81,Ductile,stable,2.1581,0.0015,0.1773,N_def.,N_def.,N_def.,N_def.,147.79,67.02,2571,5268,2888,259.18,153.41,156.96,-9.65,23.42,35.82,153.41,310.92,113.19,-4.21,-7.87,-21.72,156.96,113.19,318.96,24.84,-17.36,-10.26,-9.65,-4.21,24.84,46.6,-10.6,-16.3,23.42,-7.87,-17.36,-10.6,104.95,-14.52,35.82,-21.72,-10.26,-16.3,-14.52,89.05,0.0095873,-0.0038238,-0.0038129,0.0008279,-0.0037597,-0.0056894,-0.0038238,0.0053724,0.0000878,0.0012583,0.0018669,0.0033928,-0.0038129,0.0000878,0.0053372,-0.0025293,0.0017603,0.0019942,0.0008279,0.0012583,-0.0025293,0.0253805,0.0027154,0.0047695,-0.0037597,0.0018669,0.0017603,0.0027154,0.0117056,0.0045755,-0.0056894,0.0033928,0.0019942,0.0047695,0.0045755,0.0161933
4086,Al4Co4Re4Fe4Ni4,ReFeCoNiAl,Monoclinic,5.753225,5.766691,7.386982,245.060677,10.48,-149.038186,-0.069,-5.411,18.85,403,217.1,92.71,243.46,213.85,69.5,188.11,215.47,81.1,215.79,6.798,5.333,12.246,2.007,1686.69,1.0255,0.333,0.376,Ductile,-53.52,Ductile,stable,1.685,0.0075,0.1431,N_def.,N_def.,N_def.,N_def.,161.4,80.94,2783,5559,3122,311.59,178.69,189.04,5.64,-3.85,33.36,178.69,303.48,169.05,-1,-9.51,-50.45,189.04,169.05,265.28,0.96,-4.57,-1.59,5.64,-1,0.96,125.17,3.65,2.31,-3.85,-9.51,-4.57,3.65,124.58,-0.55,33.36,-50.45,-1.59,2.31,-0.55,99.25,0.0076074,-0.0033594,-0.0033078,-0.0002604,-0.0001539,-0.004313,-0.0033594,0.0073401,-0.0022482,0.000127,0.0003916,0.0048237,-0.0033078,-0.0022482,0.0075596,0.0000715,0.0000016,0.0000888,-0.0002604,0.000127,0.0000715,0.0080084,-0.0002304,-0.0000342,-0.0001539,0.0003916,0.0000016,-0.0002304,0.0080603,0.0003009,-0.004313,0.0048237,0.0000888,-0.0000342,0.0003009,0.0139816
4089,Al4Co4Os4Fe4Ni4,FeOsCoNiAl,Monoclinic,5.756567,5.83379,7.323146,245.904797,10.552,-144.733601,-0.088,-5.537,18.65,398.7,206.24,91.44,239,206.15,69.01,186.24,206.2,80.22,212.62,7.011,5.615,12.113,1.954,1585.82,1.0122,0.328,0.389,Ductile,-27.61,Ductile,stable,1.6256,0.0002,0.1398,N_def.,N_def.,N_def.,N_def.,152.66,80.05,2758,5448,3091,280.12,149.35,181.48,3.33,5.44,36.91,149.35,296.39,178.52,0.42,-4.96,-38.28,181.48,178.52,260.97,-3.66,-1.37,-4.31,3.33,0.42,-3.66,121.74,0.16,0.81,5.44,-4.96,-1.37,0.16,126.25,0.22,36.91,-38.28,-4.31,0.81,0.22,99.84,0.0078256,-0.0019079,-0.0042062,-0.0003079,-0.0004506,-0.0038026,-0.0019079,0.0066551,-0.0031739,-0.0000873,0.000304,0.0031198,-0.0042062,-0.0031739,0.0089463,0.0003898,0.0001516,0.000721,-0.0003079,-0.0000873,0.0003898,0.0082345,0.0000033,0.0000306,-0.0004506,0.000304,0.0001516,0.0000033,0.0079535,0.000272,-0.0038026,0.0031198,0.000721,0.0000306,0.000272,0.0126478
4092,Al4Co4Ir4Fe4Ni4,FeCoIrNiAl,Triclinic,5.740596,5.846472,7.353837,246.744117,10.57,-137.098943,-0.187,-5.437,18.41,393.6,174.49,88.94,228.08,172.66,69.11,182.92,173.58,79.02,205.5,8.29,7.258,11.932,1.78,1492.71,0.9919,0.302,0.455,Ductile,6.8,Brittle,stable,1.4453,0.0053,0.1255,N_def.,N_def.,N_def.,N_def.,120.37,78.92,2735,5138,3055,257.38,109.72,156.13,1.23,8.56,32.93,109.72,245.4,145.78,2.13,0.98,-37.78,156.13,145.78,244.38,-0.68,2,-9.82,1.23,2.13,-0.68,116.52,-0.76,0.71,8.56,0.98,2,-0.76,122.73,0.13,32.93,-37.78,-9.82,0.71,0.13,93.62,0.0074289,-0.0015109,-0.0039877,-0.0000549,-0.0004376,-0.0036395,-0.0015109,0.0070895,-0.0031418,-0.0001498,0.0000957,0.003064,-0.0039877,-0.0031418,0.0085541,0.0001441,0.0001638,0.0010302,-0.0000549,-0.0001498,0.0001441,0.0085871,0.0000561,-0.0000909,-0.0004376,0.0000957,0.0001638,0.0000561,0.0081755,0.0001981,-0.0036395,0.003064,0.0010302,-0.0000909,0.0001981,0.0133059
4087,Al4Co4Pt4Fe4Ni4,FeCoNiPtAl,Triclinic,5.806549,5.892112,7.404998,253.28771,10.372,-127.311237,-0.248,-5.137,17.39,371.9,170.47,76.35,199.31,169.47,63.92,170.33,169.97,70.13,184.82,6.824,5.542,10.59,1.667,1416.48,0.9332,0.319,0.413,Ductile,-19.51,Ductile,stable,0.9782,0.0029,0.0886,N_def.,N_def.,N_def.,N_def.,123.48,70.06,2600,5040,2911,235.92,115.55,146.15,-1.99,-2.28,20.97,115.55,249.01,144.73,-0.84,-6.42,-32.4,146.15,144.73,236.48,-3.5,0.11,-3.99,-1.99,-0.84,-3.5,96.04,0.69,3.15,-2.28,-6.42,0.11,0.69,104.25,-1.5,20.97,-32.4,-3.99,3.15,-1.5,76.49,0.0076912,-0.0018264,-0.0036859,0.0001098,0.0000146,-0.0030783,-0.0018264,0.0071845,-0.0032144,-0.0002069,0.0004563,0.0033942,-0.0036859,-0.0032144,0.0084786,0.0002043,-0.0002879,0.0000764,0.0001098,-0.0002069,0.0002043,0.0104384,-0.0000869,-0.0005393,0.0000146,0.0004563,-0.0002879,-0.0000869,0.0096272,0.0003669,-0.0030783,0.0033942,0.0000764,-0.0005393,0.0003669,0.0153884
5824,Al4Au4Co4Fe4Ni4,FeCoNiAuAl,Triclinic,4.513189,7.085953,9.181851,259.582874,10.169,-112.392116,-0.078,-4.464,15.88,339.5,162.37,64.24,170.27,161.67,51.54,139.78,162.02,57.89,155.02,5.048,3.438,8.741,1.485,1544.55,0.8492,0.34,0.357,Ductile,-78.12,Ductile,stable,1.2364,0.0022,0.1097,N_def.,N_def.,N_def.,N_def.,122.92,57.84,2388,4854,2681,261.53,131.41,110.11,-4.84,23.72,-9.09,131.41,248.63,98.73,2.44,-24.3,-2.4,110.11,98.73,270.64,6.82,-3.74,2.12,-4.84,2.44,6.82,53.29,0.77,-24.29,23.72,-24.3,-3.74,0.77,49.07,-1.17,-9.09,-2.4,2.12,-24.29,-1.17,72,0.0067671,-0.0034341,-0.0016214,0.0016231,-0.0050912,0.0012529,-0.0034341,0.006701,-0.0009585,-0.0007245,0.0049083,-0.0003472,-0.0016214,-0.0009585,0.0047455,-0.0010479,0.0006706,-0.0007188,0.0016231,-0.0007245,-0.0010479,0.0226731,-0.001391,0.0078395,-0.0050912,0.0049083,0.0006706,-0.001391,0.0253324,-0.0005575,0.0012529,-0.0003472,-0.0007188,0.0078395,-0.0005575,0.0166936
4795,Mn4Co4Fe4Ni4,MnFeCoNi,Triclinic,4.935903,4.991519,7.026285,172.879658,8.775,-117.678747,0.079,-4.724,19.13,511.2,189.47,109.7,275.87,185.95,93.74,240.76,187.71,101.72,258.31,12.095,11.593,15.36,2.055,1879.53,1.3334,0.271,0.542,Ductile,58.18,Brittle,stable,0.8702,0.0094,0.0785,N_def.,N_def.,N_def.,N_def.,120.25,101.62,3424,6104,3810,369.55,73.89,139.88,-34.07,-9.48,1.72,73.89,355.9,137.17,15.25,25.61,3.62,139.88,137.17,277.92,-28.8,23.55,-5.68,-34.07,15.25,-28.8,132.07,-11.24,8.63,-9.48,25.61,23.55,-11.24,134.48,-13.26,1.72,3.62,-5.68,8.63,-13.26,64.49,0.0034296,-0.000144,-0.0016462,0.0006049,0.0005894,-0.0001883,-0.000144,0.003591,-0.0017536,-0.0008539,-0.0004917,-0.000339,-0.0016462,-0.0017536,0.0054447,0.0008874,-0.0006242,0.0003751,0.0006049,-0.0008539,0.0008874,0.0081302,0.0006459,-0.0008457,0.0005894,-0.0004917,-0.0006242,0.0006459,0.0078813,0.0014906,-0.0001883,-0.000339,0.0003751,-0.0008457,0.0014906,0.0159833
6496,Al4Co4Fe4Mn4Ni4,MnFeCoNiAl,Triclinic,4.438408,6.643177,8.766716,231.078042,7.341,-136.062796,-0.107,-4.654,22.47,480.4,149.21,89.81,224.4,148.7,67.46,175.81,148.95,78.64,200.1,9.784,9.175,11.875,1.627,1636.32,1.2271,0.276,0.528,Ductile,-37.79,Ductile,stable,1.66,0.0017,0.1421,N_def.,N_def.,N_def.,N_def.,96.61,78.41,3281,5894,3653,278.6,99.93,64.19,-0.82,35.41,0.11,99.93,304.02,67.17,1.49,-39.54,0.91,64.19,67.17,297.68,2.19,1.37,0.56,-0.82,1.49,2.19,62.14,-3.1,-39.63,35.41,-39.54,1.37,-3.1,77.21,0.07,0.11,0.91,0.56,-39.63,0.07,93.35,0.0047894,-0.001849,-0.000601,-0.0000219,-0.0031339,0.000009,-0.001849,0.0044411,-0.000618,0.00003,0.0031346,-0.000027,-0.000601,-0.000618,0.0036304,-0.0001867,-0.0001124,-0.0000944,-0.0000219,0.00003,-0.0001867,0.0221384,0.0009103,0.0093997,-0.0031339,0.0031346,-0.0001124,0.0009103,0.0160327,0.0003486,0.000009,-0.000027,-0.0000944,0.0093997,0.0003486,0.0147037
5986,Co4Fe4Mn4Ni4Sc4,ScMnFeCoNi,Triclinic,7.370221,7.138312,6.56949,270.952562,6.701,-145.226262,-0.065,-4.746,17.62,376.8,118.58,49.44,130.22,118.29,47.87,126.54,118.44,48.65,128.38,5.238,3.858,7.346,1.172,1155.64,0.9251,0.319,0.411,Ductile,-34.46,Ductile,stable,0.1664,0.0012,0.0161,N_def.,N_def.,N_def.,N_def.,85.77,48.67,2695,5230,3017,172.64,87.98,83.51,-4.84,0.55,5.33,87.98,181.92,90.26,3.69,-1.85,-9.55,83.51,90.26,189.15,-0.32,5.03,3.94,-4.84,3.69,-0.32,53.52,2.12,-1.95,0.55,-1.85,5.03,2.12,52.05,-6.21,5.33,-9.55,3.94,-1.95,-6.21,47.64,0.0085315,-0.0031017,-0.0022516,0.0009284,-0.0001856,-0.0013764,-0.0031017,0.0085234,-0.0027731,-0.000834,0.0009209,0.002371,-0.0022516,-0.0027731,0.0076514,0.0000318,-0.0009413,-0.0010584,0.0009284,-0.000834,0.0000318,0.0188715,-0.0007647,0.0003992,-0.0001856,0.0009209,-0.0009413,-0.0007647,0.0197049,0.0028223,-0.0013764,0.002371,-0.0010584,0.0003992,0.0028223,0.0220941
4246,Ti4Co4Mn4Fe4Ni4,TiMnFeCoNi,Triclinic,5.635418,5.584603,7.345683,231.147673,7.939,-150.927114,-0.032,-4.958,22.53,481.7,209.72,91.59,239.84,209.56,77.69,207.45,209.64,84.64,223.64,7.603,6.292,12.781,2.003,1692.87,1.2471,0.322,0.404,Ductile,-40.15,Ductile,stable,0.8953,0.0004,0.0821,N_def.,N_def.,N_def.,N_def.,153.01,84.58,3266,6375,3658,305,154.47,172.81,-0.14,-2.72,32.76,154.47,306.8,169.28,2.45,-2.48,-41.13,172.81,169.28,282.58,-2.56,-4.35,2.74,-0.14,2.45,-2.56,114.32,3.81,1.45,-2.72,-2.48,-4.35,3.81,115.59,2.1,32.76,-41.13,2.74,1.45,2.1,95.42,0.0060035,-0.0020933,-0.002388,0.0000336,0.0000581,-0.0028966,-0.0020933,0.0061058,-0.0024138,-0.0002289,-0.0000638,0.0034249,-0.002388,-0.0024138,0.0064529,0.0001939,0.000136,-0.0004118,0.0000336,-0.0002289,0.0001939,0.0087693,-0.0002815,-0.0002427,0.0000581,-0.0000638,0.000136,-0.0002815,0.0086703,-0.0002377,-0.0028966,0.0034249,-0.0004118,-0.0002427,-0.0002377,0.0129718
5970,Co4Fe4Mn4Ni4V4,VMnFeCoNi,Triclinic,9.009375,8.731248,9.097496,220.874007,8.4,-154.517152,0.019,-4.901,24.34,520.5,237.52,112.08,290.55,237.22,91.46,243.13,237.37,101.77,266.84,9.274,8.104,15.367,2.319,2196.33,1.3651,0.312,0.429,Ductile,-81.5,Ductile,stable,1.1285,0.0006,0.1013,N_def.,N_def.,N_def.,N_def.,168.77,101.69,3478,6659,3891,398.5,167.66,140.1,26.69,28.65,-0.47,167.66,411.95,140.24,-30.38,-33.39,-8.41,140.1,140.24,431.22,2.9,2.16,-7.23,26.69,-30.38,2.9,86.16,-1.14,-24.22,28.65,-33.39,2.16,-1.14,84.69,32.69,-0.47,-8.41,-7.23,-24.22,32.69,125.01,0.0036253,-0.0015206,-0.0006623,-0.0016512,-0.001845,0.0000356,-0.0015206,0.0035716,-0.0006888,0.0017878,0.0019525,0.0000305,-0.0006623,-0.0006888,0.002762,-0.0000943,-0.0001724,0.0001378,-0.0016512,0.0017878,-0.0000943,0.0134893,0.0004405,0.0026069,-0.001845,0.0019525,-0.0001724,0.0004405,0.0146101,-0.003621,0.0000356,0.0000305,0.0001378,0.0026069,-0.003621,0.0094614
5964,Co4Cr4Fe4Mn4Ni4,CrMnFeCoNi,Triclinic,7.41418,7.383795,4.305389,213.959964,8.705,-154.929968,0.105,-4.553,26.57,568,255.09,135.63,345.63,254.82,111.54,292.02,254.96,123.58,318.82,12.234,11.359,18.661,2.635,2180.02,1.4973,0.291,0.485,Ductile,-63.21,Ductile,stable,1.0809,0.0005,0.0975,N_def.,N_def.,N_def.,N_def.,171.92,123.48,3768,6944,4204,396.03,203.98,169.34,6.03,48.86,-32.94,203.98,394.95,166.44,42.65,-15.78,29.18,169.34,166.44,425.29,-50.8,-32.4,-13.67,6.03,42.65,-50.8,140.77,-13.35,-16.27,48.86,-15.78,-32.4,-13.35,153.03,6.44,-32.94,29.18,-13.67,-16.27,6.44,158.83,0.0043105,-0.0019445,-0.0010581,-0.0000103,-0.0018537,0.0012343,-0.0019445,0.0043385,-0.0011234,-0.0017402,0.0007419,-0.0015055,-0.0010581,-0.0011234,0.0035272,0.0018134,0.0011087,0.0004314,-0.0000103,-0.0017402,0.0018134,0.0085219,0.000896,0.0013102,-0.0018537,0.0007419,0.0011087,0.000896,0.0075427,-0.0006392,0.0012343,-0.0015055,0.0004314,0.0013102,-0.0006392,0.007026
5896,Co4Cu4Fe4Mn4Ni4,MnFeCoNiCu,Triclinic,6.182234,6.180595,6.685209,228.010309,8.505,-132.214964,0.081,-4.459,21.6,461.8,161.53,92.22,232.43,161.28,74.33,193.29,161.4,83.27,212.86,9.926,9.255,12.574,1.739,1768.96,1.1863,0.28,0.516,Ductile,16.48,Brittle,stable,1.205,0.0008,0.1074,N_def.,N_def.,N_def.,N_def.,105.83,83.15,3141,5682,3500,324.38,80.96,77.7,0.3,-2.67,0.89,80.96,306.66,105.43,0.15,-0.13,-32.04,77.7,105.43,294.55,0.57,-2.61,36.3,0.3,0.15,0.57,97.44,36.48,-1.34,-2.67,-0.13,-2.61,36.48,71.1,0.69,0.89,-32.04,36.3,-1.34,0.69,72.08,0.0034095,-0.000677,-0.0006538,-0.000055,0.0001311,-0.0000161,-0.000677,0.0043213,-0.0017144,0.0001044,-0.0001614,0.0027964,-0.0006538,-0.0017144,0.0045603,-0.0001576,0.0002502,-0.0030561,-0.000055,0.0001044,-0.0001576,0.0127159,-0.0065356,0.0004252,0.0001311,-0.0001614,0.0002502,-0.0065356,0.0174368,-0.0004877,-0.0000161,0.0027964,-0.0030561,0.0004252,-0.0004877,0.0166693
4654,Zn4Co4Mn4Fe4Ni4,MnFeCoNiZn,Monoclinic,5.581445,5.587352,7.172795,223.667763,8.725,-120.932843,0.12,-3.94,23.02,492.2,187.92,103.66,262.67,187.19,88.4,229.14,187.56,96.03,245.91,10.884,10.2,14.501,2.007,1610.68,1.2752,0.281,0.512,Ductile,5.9,Brittle,stable,0.867,0.0019,0.0795,N_def.,N_def.,N_def.,N_def.,123.16,95.98,3318,6016,3698,287.65,127.53,150.47,2.23,0.4,32.78,127.53,312.75,136.21,5.68,-1.78,-44.3,150.47,136.21,262.49,5.91,-1.5,-4.36,2.23,5.68,5.91,133.43,4.59,2.86,0.4,-1.78,-1.5,4.59,128.47,-1,32.78,-44.3,-4.36,2.86,-1,106.81,0.0058195,-0.0016376,-0.0025326,0.0001431,-0.0000958,-0.0025733,-0.0016376,0.0048977,-0.0015575,-0.0001678,0.0000801,0.0024757,-0.0025326,-0.0015575,0.0060802,-0.0001714,0.0000667,0.0003845,0.0001431,-0.0001678,-0.0001714,0.0075233,-0.0002763,-0.0003245,-0.0000958,0.0000801,0.0000667,-0.0002763,0.0077969,0.000146,-0.0025733,0.0024757,0.0003845,-0.0003245,0.000146,0.0112046
4655,Y4Co4Mn4Fe4Ni4,YMnFeCoNi,Triclinic,6.360167,4.950145,9.881448,298.699967,7.056,-143.309704,0.068,-4.637,13.98,298.8,98.18,35.24,94.41,96.69,33.11,89.15,97.43,34.17,91.78,3.409,1.637,5.16,0.905,996.33,0.7143,0.343,0.351,Ductile,-38.49,Ductile,stable,0.3371,0.0076,0.0312,N_def.,N_def.,N_def.,N_def.,74.65,34.17,2200,4501,2471,141.53,72.92,79.33,-7.02,-9.1,-6.78,72.92,145.69,73.36,-4.16,-0.17,6.04,79.33,73.36,145.16,-7.56,0.2,1.07,-7.02,-4.16,-7.56,34.43,-0.72,7.55,-9.1,-0.17,0.2,-0.72,41.43,1.37,-6.78,6.04,1.07,7.55,1.37,31.39,0.0119358,-0.0037666,-0.0046314,0.0002952,0.0025257,0.0032777,-0.0037666,0.0104857,-0.0031984,0.0003948,-0.0006696,-0.0027878,-0.0046314,-0.0031984,0.0111137,0.0013155,-0.0010264,-0.0010348,0.0002952,0.0003948,0.0013155,0.031119,0.0008558,-0.0075836,0.0025257,-0.0006696,-0.0010264,0.0008558,0.0247291,-0.0005776,0.0032777,-0.0027878,-0.0010348,-0.0075836,-0.0005776,0.0349869
5893,Co4Fe4Mn4Ni4Zr4,ZrMnFeCoNi,Triclinic,5.95409,6.929476,7.092038,267.387351,7.94,-152.624198,0.02,-5.073,15.25,326,138.03,48.04,129.14,137.1,36.56,100.72,137.57,42.3,114.93,3.405,1.491,6.387,1.175,1180.28,0.8113,0.361,0.307,Ductile,-59.53,Ductile,stable,1.5768,0.0034,0.1357,N_def.,N_def.,N_def.,N_def.,109.66,42.22,2309,4944,2599,180.51,110.45,110.8,0.7,-10.03,-20.48,110.45,197.3,116.08,-18.23,3.04,22.4,110.8,116.08,189.83,20.12,-5.88,3.6,0.7,-18.23,20.12,50.92,4.41,6.03,-10.03,3.04,-5.88,4.41,54.03,0.82,-20.48,22.4,3.6,6.03,0.82,58.48,0.0120021,-0.0057053,-0.0033779,-0.0018653,0.0022302,0.0067574,-0.0057053,0.0131601,-0.005527,0.0081168,-0.0029495,-0.0074932,-0.0033779,-0.005527,0.0113517,-0.0066506,0.0014487,0.0009,-0.0018653,0.0081168,-0.0066506,0.0262201,-0.0035751,-0.0060039,0.0022302,-0.0029495,0.0014487,-0.0035751,0.0195074,0.001915,0.0067574,-0.0074932,0.0009,-0.0060039,0.001915,0.0228727
5987,Co4Fe4Mn4Nb4Ni4,NbMnFeCoNi,Triclinic,6.868737,6.80935,7.62835,241.179276,8.849,-158.137797,0.083,-5.162,15.83,338.5,221.96,71.26,193.11,221.38,22.74,65.97,221.67,47,129.54,2.408,0.098,7.097,1.546,1912.63,0.8739,0.401,0.212,Ductile,-100.03,Ductile,stable,10.671,0.0013,0.5162,N_def.,N_def.,N_def.,N_def.,187.26,46.23,2300,5657,2604,349.58,178.52,146.94,11.79,-20.67,28.59,178.52,326.76,165.23,-17.09,-3.82,-13.95,146.94,165.23,339.93,6,16.32,-8.28,11.79,-17.09,6,78.49,-27.25,-16.34,-20.67,-3.82,16.32,-27.25,21.51,-5.71,28.59,-13.95,-8.28,-16.34,-5.71,81.1,0.0049494,-0.0018583,-0.0015867,0.0007803,0.0061848,-0.001634,-0.0018583,0.0058718,-0.0025044,0.0055351,0.0090104,0.0031592,-0.0015867,-0.0025044,0.0055947,-0.0059698,-0.0141781,-0.0015013,0.0007803,0.0055351,-0.0059698,0.0352665,0.0538582,0.0109639,0.0061848,0.0090104,-0.0141781,0.0538582,0.1379471,0.0184836,-0.001634,0.0031592,-0.0015013,0.0109639,0.0184836,0.0168074
4256,Mo4Co4Mn4Fe4Ni4,MoMnFeCoNi,Orthorhombic,5.671343,5.627714,7.271341,232.072061,9.283,-159.937451,0.137,-4.963,22.14,473.4,249.6,105.89,278.32,249.59,85.44,230.08,249.59,95.67,254.2,7.803,6.378,14.446,2.325,1904.11,1.2263,0.33,0.383,Ductile,-44.89,Ductile,stable,1.1968,0,0.1069,N_def.,2.1394,2.3621,1.2258,185.51,95.56,3211,6375,3600,356.4,179.14,213,-1.51,0.22,42.57,179.14,355.22,214.95,1.35,0.08,-42.71,213,214.95,320.61,-1.14,-3.07,2.33,-1.51,1.35,-1.14,134.25,1.99,-0.16,0.22,0.08,-3.07,1.99,145.23,3.38,42.57,-42.71,2.33,-0.16,3.38,108.28,0.0054137,-0.0014903,-0.002578,0.0000511,-0.0000008,-0.0026609,-0.0014903,0.0055945,-0.0027829,-0.0000915,-0.0001247,0.0028565,-0.002578,-0.0027829,0.0067008,0.0000531,0.0001517,-0.0002331,0.0000511,-0.0000915,0.0000531,0.0074524,-0.0001002,-0.0000432,-0.0000008,-0.0001247,0.0001517,-0.0001002,0.0068965,-0.0002677,-0.0026609,0.0028565,-0.0002331,-0.0000432,-0.0002677,0.0114219
4274,Tc4Co4Mn4Fe4Ni4,TcMnFeCoNi,Orthorhombic,5.616662,5.6112,7.182426,226.362528,9.604,-158.007483,0.116,-5.125,24.67,527.4,261.99,132.84,340.89,261.98,110.76,291.24,261.98,121.8,316.07,11.543,10.554,18.392,2.677,2070.23,1.3669,0.299,0.465,Ductile,-7.44,Ductile,stable,0.9968,0,0.0906,N_def.,2.1199,2.1158,1.2452,180.98,121.66,3562,6648,3978,391.35,179.97,213.63,-2.33,1.51,48.51,179.97,395.82,211.03,5.15,1.24,-48.68,213.63,211.03,361.45,-0.78,-3.66,1.99,-2.33,5.15,-0.78,172.53,0.13,-2.5,1.51,1.24,-3.66,0.13,177.31,-3.28,48.51,-48.68,1.99,-2.5,-3.28,133,0.0044026,-0.0012656,-0.0018529,0.0000594,-0.0001047,-0.0020427,-0.0012656,0.0043042,-0.0017768,-0.0001238,-0.0000178,0.0020609,-0.0018529,-0.0017768,0.0049008,0.0000496,0.0001285,-0.0000438,0.0000594,-0.0001238,0.0000496,0.0058013,-0.000002,0.0000413,-0.0001047,-0.0000178,0.0001285,-0.000002,0.0056467,0.000169,-0.0020427,0.0020609,-0.0000438,0.0000413,0.000169,0.0090235
